Floor,Zone,Encounter_Type,Is_Boss,Visual_Theme,BG_Path,BG_Prompt,BG_Size,BG_Status,Parallax_Path,Parallax_Prompt,Parallax_Status,Prop_1,Prop_2,Prop_3,Prop_Folder,Map_Preview_Path,Map_Preview_Status,Map_Populated_Path,Map_Populated_Status,Ground_Plate_Path,Ground_Plate_Prompt,Ground_Plate_Size,Ground_Plate_Status
23,Desert Plains,Cave,No,Sandworm Burrow,floors/backgrounds/floor_023.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Sandworm Burrow, Desert Plains zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_023_empty.png,pending,floors/previews/floor_023_populated.png,pending,floors/ground_plates/floor_023.png,"Sandworm Burrow, Desert Plains zone, Cave floor. A collapsed tunnel network beneath the dunes, walls smoothed by something massive passing through. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
24,Desert Plains,Outdoors,No,Cracked Salt Pan,floors/backgrounds/floor_024.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Cracked Salt Pan, Desert Plains zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_024_empty.png,pending,floors/previews/floor_024_populated.png,pending,floors/ground_plates/floor_024.png,"Cracked Salt Pan, Desert Plains zone, Outdoors floor. A dry lakebed of blinding white salt, mirages bending the air. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
25,Desert Plains,Outdoors,No,The Sunspire Coil,floors/backgrounds/floor_025.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, The Sunspire Coil, Desert Plains zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_025_empty.png,pending,floors/previews/floor_025_populated.png,pending,floors/ground_plates/floor_025.png,"The Sunspire Coil, Desert Plains zone, Outdoors floor. A lone stone spire rising from the sand, wrapped in the coiled shed-skin of something enormous. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
26,Desert Plains,Fishing,No,Hidden Oasis,floors/backgrounds/floor_026.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Hidden Oasis, Desert Plains zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_026_empty.png,pending,floors/previews/floor_026_populated.png,pending,floors/ground_plates/floor_026.png,"Hidden Oasis, Desert Plains zone, Fishing floor. A rare pocket of green around a spring-fed pool, the only water for miles. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
27,Desert Plains,Outdoors,No,Windcarved Mesa,floors/backgrounds/floor_027.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Windcarved Mesa, Desert Plains zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_027_empty.png,pending,floors/previews/floor_027_populated.png,pending,floors/ground_plates/floor_027.png,"Windcarved Mesa, Desert Plains zone, Outdoors floor. Towering rock formations sculpted smooth by centuries of sandstorm. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
28,Desert Plains,Cave,No,Sun-Cracked Grotto,floors/backgrounds/floor_028.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Sun-Cracked Grotto, Desert Plains zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_028_empty.png,pending,floors/previews/floor_028_populated.png,pending,floors/ground_plates/floor_028.png,"Sun-Cracked Grotto, Desert Plains zone, Cave floor. A shallow cave baked hot even in shadow, its floor littered with molted scales. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
29,Desert Plains,Outdoors,No,Serpent's Crossing,floors/backgrounds/floor_029.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Serpent's Crossing, Desert Plains zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_029_empty.png,pending,floors/previews/floor_029_populated.png,pending,floors/ground_plates/floor_029.png,"Serpent's Crossing, Desert Plains zone, Outdoors floor. A narrow pass between dunes where tracks converge from every direction. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
30,Desert Plains,Cave,Yes,The Ossuary Coil,floors/backgrounds/floor_030.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, boss arena, The Ossuary Coil, enclosed space, ominous atmosphere, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1024x1024,prompt_ready,floors/parallax/desert_plains_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, rust-red dunes under white sun, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,bleached skull,cracked earth,thorny scrub,floors/props/desert_plains/,floors/previews/floor_030_empty.png,pending,floors/previews/floor_030_populated.png,pending,floors/ground_plates/floor_030.png,"Boss arena: The Ossuary Coil, Desert Plains zone. A deep burrow chamber lined with the fused bones of a dozen swallowed prey. Zone palette: sunbaked ochre sand, bleached bone white, cracked dry earth, dusty salt. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG boss arena projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, the arena fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, the entire arena visible. In the EXACT CENTER of the frame stands a large raised platform where the boss will stand — the platform's materials and design match the zone identity, clearly elevated, imposing, unmistakably the focal point. Around the platform the arena floor is richly dressed with environmental elements and details matching the zone theme, painted directly into the scene. Dramatic cinematic lighting focused on the central platform, deep shadows at the arena edges, ominous powerful atmosphere — but the platform itself clearly lit. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, gritty realistic texture, muted natural tones with strong dramatic accents — NOT cartoon, NOT cel-shaded, NOT neon. No creatures, no characters, no UI, no text, no watermark.",2560x1440,generated
31,Swarm Thicket,Outdoors,No,Webbed Undergrowth,floors/backgrounds/floor_031.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Webbed Undergrowth, Swarm Thicket zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/swarm_thicket_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, dense canopy, filtered green light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,silk cocoons,amber-trapped insects,giant toadstools,floors/props/swarm_thicket/,floors/previews/floor_031_empty.png,pending,floors/previews/floor_031_populated.png,pending,floors/ground_plates/floor_031.png,"Webbed Undergrowth, Swarm Thicket zone, Outdoors floor. Thick silk strands stretch between every trunk, glistening with dew and worse. Zone palette: sickly vegetation greens, amber hive resin, pale silk webbing, dark chitin. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
32,Swarm Thicket,Cave,No,Hive Tunnel,floors/backgrounds/floor_032.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Hive Tunnel, Swarm Thicket zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/swarm_thicket_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, dense canopy, filtered green light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,silk cocoons,amber-trapped insects,giant toadstools,floors/props/swarm_thicket/,floors/previews/floor_032_empty.png,pending,floors/previews/floor_032_populated.png,pending,floors/ground_plates/floor_032.png,"Hive Tunnel, Swarm Thicket zone, Cave floor. A tunnel lined with wax-like secretion, the buzzing audible before the entrance appears. Zone palette: sickly vegetation greens, amber hive resin, pale silk webbing, dark chitin. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
33,Swarm Thicket,Outdoors,No,Chitin Clearing,floors/backgrounds/floor_033.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Chitin Clearing, Swarm Thicket zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/swarm_thicket_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, dense canopy, filtered green light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,silk cocoons,amber-trapped insects,giant toadstools,floors/props/swarm_thicket/,floors/previews/floor_033_empty.png,pending,floors/previews/floor_033_populated.png,pending,floors/ground_plates/floor_033.png,"Chitin Clearing, Swarm Thicket zone, Outdoors floor. A clearing carpeted in shed exoskeletons, crunching underfoot. Zone palette: sickly vegetation greens, amber hive resin, pale silk webbing, dark chitin. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
34,Swarm Thicket,Cave,No,Larval Chamber,floors/backgrounds/floor_034.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Larval Chamber, Swarm Thicket zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/swarm_thicket_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, dense canopy, filtered green light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,silk cocoons,amber-trapped insects,giant toadstools,floors/props/swarm_thicket/,floors/previews/floor_034_empty.png,pending,floors/previews/floor_034_populated.png,pending,floors/ground_plates/floor_034.png,"Larval Chamber, Swarm Thicket zone, Cave floor. A humid cavern packed with pale, pulsing egg-sacs stacked to the ceiling. Zone palette: sickly vegetation greens, amber hive resin, pale silk webbing, dark chitin. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
35,Swarm Thicket,Outdoors,No,The Queen's Nest,floors/backgrounds/floor_035.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, The Queen's Nest, Swarm Thicket zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/swarm_thicket_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, dense canopy, filtered green light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,silk cocoons,amber-trapped insects,giant toadstools,floors/props/swarm_thicket/,floors/previews/floor_035_empty.png,pending,floors/previews/floor_035_populated.png,pending,floors/ground_plates/floor_035.png,"The Queen's Nest, Swarm Thicket zone, Outdoors floor. A massive silk-wrapped structure at the thicket's heart, guarded without pause. Zone palette: sickly vegetation greens, amber hive resin, pale silk webbing, dark chitin. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
36,Swarm Thicket,Outdoors,No,Buzzing Meadow,floors/backgrounds/floor_036.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Buzzing Meadow, Swarm Thicket zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/swarm_thicket_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, dense canopy, filtered green light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,silk cocoons,amber-trapped insects,giant toadstools,floors/props/swarm_thicket/,floors/previews/floor_036_empty.png,pending,floors/previews/floor_036_populated.png,pending,floors/ground_plates/floor_036.png,"Buzzing Meadow, Swarm Thicket zone, Outdoors floor. Tall grass alive with constant motion, the air thick with wings. Zone palette: sickly vegetation greens, amber hive resin, pale silk webbing, dark chitin. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
37,Swarm Thicket,Fishing,No,Stagnant Mire Edge,floors/backgrounds/floor_037.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Stagnant Mire Edge, Swarm Thicket zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/swarm_thicket_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, dense canopy, filtered green light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,silk cocoons,amber-trapped insects,giant toadstools,floors/props/swarm_thicket/,floors/previews/floor_037_empty.png,pending,floors/previews/floor_037_populated.png,pending,floors/ground_plates/floor_037.png,"Stagnant Mire Edge, Swarm Thicket zone, Fishing floor. A still, algae-choked pond at the thicket's border, larvae writhing just beneath the surface. Zone palette: sickly vegetation greens, amber hive resin, pale silk webbing, dark chitin. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
38,Swarm Thicket,Cave,No,Silk-Choked Burrow,floors/backgrounds/floor_038.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Silk-Choked Burrow, Swarm Thicket zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/swarm_thicket_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, dense canopy, filtered green light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,silk cocoons,amber-trapped insects,giant toadstools,floors/props/swarm_thicket/,floors/previews/floor_038_empty.png,pending,floors/previews/floor_038_populated.png,pending,floors/ground_plates/floor_038.png,"Silk-Choked Burrow, Swarm Thicket zone, Cave floor. A narrow tunnel nearly sealed by layers of old webbing. Zone palette: sickly vegetation greens, amber hive resin, pale silk webbing, dark chitin. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
